id,open_edges
58,126-130-328-411-483-528-535-574-580-630-648-668-699-725-769-775-798-804-810-823-894-909-944-947-1094-1536-1671-1675-1676-1679-1680-1682-1691-1693-1762-1797-1799-1880-2181-2325-2378-2457-2538-2693-2700-2796-2857-2861-2868-2922-2939-3015-3068-3222-3265-3344-3358-3432-3456-3494-3589-3613-3658-3722-3768-3809-3864-3907-3946-4196-4253-4294-4331-4345-4381-4508-4598-4644-4750-4757-4784-4838-4973-4979-5059-5134-5378-5383-5475-5500-5514-5527-5534-5884-5928-6174-6201-6282-6289-6446-6535-6583-6784-7018-7163-7421-7479-7546-7667-7841-7957-7987-8140-8163-8444-8509-8537-8573-8679-8745-8748-9096-9255-9444-10068-10443-10466-10480-10488-10537-10556-10763-10859-10926-11199-11385-11701-11999-12106-12122-12181-12359-12640-12815-12838-12873-13097-13174-13251-13409-13413-13807-13838-14254-14275-14425-14435-14570-14698-15110-15193-15368-15663-15902-15940-15943-16051-16082-16209-16423-17039-17056-17250-17418-17467-17471-17641-17846-18059-18135-18252-18552-18866-18927-19210-19334-19397-19490-19683-19773-19901-20328-20509-21261-21698-21733-21785-22006-22161-22785-22788-22807-23188-24102-24257-24568-24609-24718-24778-25044-25046-25048-25050-25052-25054-25056-25058-25060-25062-25160-25401-25521-25597-25921-25990-26122-26205-26892-27041-27219-27677-27838-28058-28504-29183-29208-29427-29490-29864-30015-30429-30983-31548-32372-33166-34356-34941-35633-36349-36603-36949-37527-38293-38360-39123-39457-39922-40284-40330-40333-40419-42327-42731-43155-43379-43394-50184-50284-51532-52626-52755-52959-53244-54749-57259-57977-58118-59154-59199-59351-59766-59871-60502-60517
59,128-3543-3821-7432
60,129-510-569-625-658-1071-1123-1186-2005-2875-3325-4441-5238-5335-5536-5601-7773-9377-11863-11883-15319-19307-27375-41795-44633
61,131-5242-13529
62,132-620-777-858-1482-1583-1614-1624-2133-2671-3198-5956-5983-6016-8306-20665-22459-24484-25710-29834-52832-57947
63,133-134-152-175-264-419-421-423-425-427-429-519-588-647-723-793-915-1103-1112-1143-1476-1516-1523-1539-1549-1561-1611-1631-1834-1943-2018-2985-3086-3447-3506-3918-4160-4247-4322-4334-4557-4650-5230-5710-5798-5874-6013-6303-6618-7015-8175-13321-13381-13493-14755-14826-14833-15488-16514-17459-17573-18524-19897-21003-21335-21773-22241-22928-23145-23774-23996-24332-25419-26151-27381-27844-28401-28606-28615-30103-30248-30391-31099-31285-31546-31693-35484-35828-36545-36577-38507-38579-38584-38586-38588-38590-38601-38985-39565-39907-39986-39994-39997-40271-40273-40274-40276-40279-40280-40282-40285-40299-40905-41207-41643-42395-42666-42668-42670-42673-42675-42677-42682-42913-43148-43366-43571-43725-43813-43919-44346-44421-46111-46113-46115-46117-46119-46121-46123-46125-46127-46129-46131-46133-46135-46137-49055-49761-50330
64,135-4763-5269-7316-7509-8180-8992-9391-14849-20113-20295-21660-22725-26804-31057-33455-35047-37513-56116
65,137
66,139-179-202-262
67,141
68,147
69,148
70,153-939-1080-2258-5549-6154-6310-6745-7826-8026-8946-9095-10019-13423-13442-13477-14752-18121-18979-19523-20863-20885-21141-23329-25901-28287-29105-33115-33154-36685-51549-52125
71,157
72,159
73,161
74,163-6918
75,166-347-1953
76,168-172-275-344-616-674-736-1178-1184-1702-1706-1711-1721-1724-1731-1743-1748-1752-1754-1756-1758-1760-1764-1768-1770-1776-1778-1782-1809-2135-2229-3056-3072-3078-3148-3184-3466-3552-3690-4772-6368-6495-6786-6792-6830-6878-6897-6981-6985-7024-7707-7795-7797-7963-7971-8899-9119-9123-10550-10621-10658-10682-10698-10977-11556-11691-12339-12457-12585-12594-12764-12768-13128-13130-13144-14126-14128-14720-14903-14911-14931-15143-15145-15375-15522-15768-15770-15798-16157-17553-17557-18144-18146-18469-19218-19497-19812-20905-20936-21028-21391-21805-22536-25797-25858-26047-26049-26207-26318-26741-26974-27223-27305-27311-27312-27748-27750-28884-28886-29214-29246-29474-29478-29508-29512-29545-30132-30396-30398-30554-31137-31151-31296-31474-31638-31650-31875-31879-32058-32060-32462-32478-32940-32944-33030-33044-33082-33444-33448-33564-33582-34119-34123-34302-34915-34919-35452-35458-35635-36590-36648-36798-36808-38367-38453-38578-38600-38931-38963-41181-41191-41972-41978-42050-42224-43334-44209-44227-45072-45151-45155-45279-45777-45783-47380-47382-47750-48447-48813-49710-49714-49769-49787-50015-50035-50172-50174-52214-52230-52234-52242-52812-52818-52898-52916-53252-53322-53329-53337-57700-58480-58502-58729-58737-59574-59596-59776-59780
77,169-235-285-345-349-391-599-671-731-851-863-919-1035-1062-1519-1575-1653-1662-1701-1705-1713-1805-2051-2149-2217-2785-2907-3277-3327-3443-3455-3511-3585-3683-3798-3924-3941-3956-4491-4566-4753-5047-5119-5175-5447-5649-6243-6555-6556-6561-6566-6569-6572-8278-8293-8369-8693-8877-9099-9110-9657-9665-10087-10593-10607-11254-11311-11361-11461-11595-12135-12179-12597-12773-12809-12933-13183-13195-13508-13581-14009-14057-14343-14347-14370-14525-15029-15130-15351-15541-15667-15959-16055-16230-16291-16363-16377-16433-16695-16755-16803-17181-17275-17303-17369-17657-17736-17807-18051-18150-18211-18309-18518-18601-18685-19009-19472-20098-20173-20219-20247-20333-20367-20587-20715-21071-21365-21369-21935-22119-22451-22465-22473-22487-22637-22667-22761-22823-22831-22837-22861-22888-22927-22993-23091-23119-23158-23263-23276-23479-23529-23571-23735-23877-23889-23945-23969-24031-24093-24151-24195-24336-24407-24823-24879-24881-24919-24989-25013-25017-25019-25021-25023-25025-25027-25029-25035-25037-25039-25041-25043-25045-25047-25049-25051-25053-25055-25057-25059-25061-25063-25069-25073-25115-25121-25123-25124-25215-25333-25354-25357-25365-25437-25451-25467-25551-25633-25674-25725-25732-25735-25759-25774-25789-25839-26037-26131-26159-26167-26263-26435-26443-26445-26469-26554-26559-26631-26633-26929-26940-26943-27089-27095-27121-27261-27333-27335-27443-27583-27665-27675-27739-27793-27819-27831-27872-28035-28056-28163-28175-28203-28387-28391-28405-28499-28515-28601-28621-28628-28727-28733-28862-29159-29355-29383-29401-29528-29637-29643-29715-29719-29744-29863-29874-29885-29937-29953-29978-30130-30161-30347-30403-30431-30505-30615-30723-30729-30791-30841-30845-30935-31017-31119-31149-31163-31442-31505-31565-31621-31657-31715-31803-31847-31885-31963-31981-32073-32129-32139-32141-32197-32209-32279-32381-32385-32435-32439-32531-32551-32554-32571-32623-32629-32703-32705-32819-32877-32920-32924-32970-33023-33067-33126-33162-33213-33231-33423-33475-33579-33626-33637-33661-33775-33823-33837-34029-34033-34185-34247-34360-34415-34431-34441-34465-34481-34561-34687-34809-34909-34935-34942-34955-34965-35057-35063-35109-35167-35431-35439-35441-35473-35507-35671-35751-35943-35965-36013-36099-36121-36133-36189-36211-36279-36323-36337-36344-36446-36759-36917-36929-37000-37017-37049-37113-37132-37191-37547-37612-37637-37652-37689-37825-37875-37881-37902-37937-37939-37990-37997-38087-38109-38135-38241-38311-38436-38591-38925-39059-39137-39143-39194-39267-39377-39455-39475-39477-39525-39634-39785-39799-39880-39899-39981-40065-40130-40527-40609-40641-40803-40895-41040-41339-41365-41371-41420-41449-41459-41505-41535-41585-41609-41749-41789-42223-42243-42275-42417-42433-42549-42773-42883-42985-43233-43273-43307-43494-43509-43553-43577-43973-44005-44027-44119-44143-44193-44221-44278-44323-44457-44477-44527-44573-44615-44674-44725-44785-44871-44935-45039-45044-45144-45161-45169-45264-45267-45271-45284-45321-45326-45535-45645-45716-45755-45809-45933-45947-45989-46073-46183-46257-46297-46447-46485-46507-46599-46645-46656-46662-46673-46779-46897-47133-47157-47166-47178-47281-47288-47309-47321-47625-47679-47833-47935-47947-47959-48035-48075-48157-48161-48251-48269-48423-48465-48579-48669-48741-48895-49013-49279-49355-49729-49737-49841-49951-50037-50261-50267-50391-50469-50691-50716-50743-50769-50779-50789-50807-50851-50913-50946-50989-51173-51179-51216-51269-51597-51645-51809-51923-52089-52122-52312-52333-52452-52987-53068-53235-53255-53389-53454-53751-53807-53916-53967-54113-54229-54257-54347-54351-54369-54478-54677-54881-54914-54975-55107-55379-55444-55479-55676-55734-55799-56081-56111-56196-56739-56757-56768-56770-56887-57017-57085-57253-57356-57469-57626-57754-57771-57854-57885-58083-58147-58165-58509-58531-58785-58827-58927-59051-59121-59305-59418-59488-59617-59679-59818-60006-60139-60315-60389-60687-60717-60725
78,171-3449-5285-9242-20223
79,174-908-1967-1969-1970-2039-2662-2767-2832-3197-5256-5416-7922-8248-8458-9004-10880-11983-12262-12393-12775-13188-13308-13462-14952-16170-16346-16370-16372-17992-18570-19656-20618-21008-21531-21736-21974-22216-23256-23546-24261-24842-26374-27696-28002-28693-30244-30608-31583-34202-34214-35254-36068-36255-36369-36666-37282-37696-37704-37850-38034-38812-40312-42592-42970-44643-45515-45878-46102-47127-47579-47910-48164-48272-48530-48985-49306-49955-50244-51105-52670-52901-54168-54558-54886-54966-55214-56478-57549-58363-58798-58800-59946-60459-60746
80,177-211-212-215-217-219
81,183
82,184
83,187
84,188
85,191
86,195-1177-1963-2629-3087-3473-4373-4549-4567-4781-5721-5759-5764-5768-5813-5821-5879-5929-5939-5977-5981-6027-6189-6379-6385-7339-10411-10477-10519-10529-10567-10755-10959-12139-12165-12441-12509-15049-15154-15709-15899-15993-16243-16381-16457-17007-17521-18437-18957-18959-19423-19547-19549-19551-19805-19933-20375-20881-21055-21223-21449-21809-23311-24021-24435-24987-25787-27473-27641-28565-29395-29443-29449-29515-30771-30837-31139-32067-32101-33091-33197-34503-35695-36585-37385-37649-38107-39501-40913-41781-42103-43279-44217-45277-45355-46875-47323-47717-47975-48831-48835-50667-50787-51827-52501-54921-57829-60463-60601
87,196-205-216-222-226-248-266-268-272-274-276-286-299-306-308-364-370-380-402-415-432-442-446-546-608-638-650-692-711-734-740-747-750-860-866-877-934-996-1004-1018-1064-1076-1166-1814-1994-2221-2464-2492-2540-2548-2560-2600-2624-2628-2636-2656-2695-2698-2722-2770-2888-2967-3046-3096-3336-3434-3524-3545-3610-3622-3702-3710-3716-4025-4062-4158-4207-4274-4306-4326-4633-4638-4652-4842-4948-5062-5108-5176-5207-5356-5387-5392-5586-5608-5628-5664-5666-6058-6098-6166-6292-6346-6738-6970-7280-7490-7506-7514-7537-7750-7764-7832-7944-8064-8238-8297-8506-8590-8652-8762-8780-8827-8846-8886-8894-8945-9109-9268-9310-10007-10668-10744-10746-10780-10889-10972-11114-11260-11552-11632-11696-11702-11829-11944-11954-12008-12273-12355-12402-12512-12924-12926-13106-13182-13240-14398-14530-14722-15792-15984-16284-16288-16440-16508-16728-16793-16822-17312-17875-19136-19222-19330-19474-20482-20710-21052-21210-21364-21766-22093-22808-23114-23962-24626-24644-24752-24967-25283-25284-25412-25496-25589-25844-26976-27208-27326-27794-27806-28296-28474-29310-29818-30476-30800-31241-31530-32890-34280-35148-35317-35596-36347-37140-37326-37407-38044-38340-38604-38918-39110-40344-41259-41589-42034-43800-43854-44812-45388-46996-47435-48768-51492-51888-52046-52188-53216-53652-54326-54773-55144-55460-55944-56160-57280-57511-58494-59192-59346-59820-59852-60212
88,201
89,204-206
90,208-5622-37004-37954
91,221-14613-14738-16480
92,225-3852-9379-17826-31689
93,227-355
94,228-774-776-784-922-1532-1888-2074-3016-3132-3872-5200-5222-5236-5468-5646-6624-7142-7502-7812-12418-12830-13016-13326-13588-14596-15038-15188-16068-17370-18586-19274-19410-19568-21642-22442-23780-25316-26758-27656-28322-29470-32338-33284-34614-36696-37250-38138-38914-42996-53028-53862-54304-56250-56260-56702-58682
95,229-238-548-592-696-762-782-882-976-986-1048-1078-1172-1174-1248-1698-1714-1719-2286-2790-2958-3482-3508-3644-3898-4108-4660-4696-4738-5372-6399-6826-6892-7086-7088-7414-7528-7744-7920-7926-8118-8337-8646-8700-8848-9156-9260-9368-10616-10928-10963-11343-11404-11476-11544-11592-11724-12455-12656-12802-13030-13138-13302-13488-13562-14544-14788-14934-15032-16312-16606-17440-17460-17653-18131-18400-19158-19176-19536-19902-19996-21012-21018-21198-21200-21244-21504-21588-21620-22144-22209-22712-22778-23100-23316-24276-24852-25298-25568-25641-25756-26414-26838-26990-27059-27102-27142-27300-28210-28588-29802-30046-31106-31294-31360-33354-35104-35400-35636-36638-41002-42032-42096-44138-44828-46376-47998-50254-51742-53044-55535-55998-56259-56758-56876-59132
96,231
97,233
98,234-236-255-1236-1412-1602-2060-2062-2070-2212-2280-2766-2794-3000-3436-3830-3926-4466-5484-5714-5730-5784-5790-5854-6312-6354-7664-8284-12988-13918-15298-16009-19224-19286-20316-20364-21856-22674-23460-25378-28018-31114-32582-32706-35564-35692-36706-38622-38656-42068-43112-43146-47718-57881-60237-60240
99,237-5634-6720-32254
100,242-596-828
101,244-706-716-1878-2098-2198-3026-3626-4962-7056-7172-7408-7715-7980-9996-14112-18712-18870-20506-20660-21496-21870-23414-24323-25232-26012-26134-26982-27290-27612-28576-30392-31218-31394-32085-32790-33332-34082-35612-35892-35990-36296-36736-37068-40788-41472-43100-43290-44624-47992-48458-53317-54906
102,245
103,249
104,250-1014
105,252-1864-2292-3020-5472-6290-7788-8774-10718-11448-13244-13266-14042-19104-19882-20260
106,254-790-1622-2196-10740-12350-15228-17374-18864-19464-19466-20210-21372-24898-25210-26400-30052-31654-33586-34362-36016-36408-36836-37208-38008-38364-39636-39650-41622-43834-44704-44766-45266-45500-45734-45952-47488-47490-47574-47652-48502-49780-52040-52392-54566-55220-55446-58406-60726
107,256-413-799-1069-1125-2297-2298-3278-4547-5550-7977-7981-7983-12265-12552-17755-17756-17758-17762-18708-18823-22085-25280-33415-33814-33817-49349
108,259-335-343-373-375-377-379-381-383-445-447-449-451-453-454-465-467-473-477-505-507-511-513-525-527-529-781-5395-5397-5401-5403-5405-5406
109,263-265-269-282-284-301-305-325-369-523-645-649-665-694-893-1067-1117-1127-1792-2065-2343-2349-2382-2849-4045-4514-4539-4600-4774-4971-4997-5046-5094-5127-5361-5645-6075-7052-7771-8076-11712-11752-13538-15031-15063-15549-16037-17127-17833-18213-18563-19283-20501-20519-20921-20933-21411-21465-22047-22582-23925-24044-24691-26612-29113-30075-36671-37816-37897-43673-45115-45230-48206-50821-58687-59759
110,267-811
111,270-20829-25555-26663-26665-26689
112,273-4943-5313-10774-16229
113,279
114,281
115,287-322-327-342-554-597-800-874-1150-1170-1210-2008-2214-2266-2551-3146-7524-11490-12230-14560-18803-19090-19174-21849-21898-22079-26676-27051-31362-33253-37252-37255-37854-37856-39476-39480-39482-39486-40650-44688-45050-45062-45680-48140-49232-50340-52552-53265-55228-58594
116,289-304-475-744
117,290
118,292-1038-14636-14638-14640
119,293-409-509-693-993-4593-15155-15751-15839-15979-16122-16515-16517-16519-16573-16593-16597-16699-16905-16931-17095-17230-17701-17737-18581-20331-20831-21909-22083-22117-22943-23025-23049-39131-48143-53673-53847-53975-59113
120,295
121,296
122,298-724-1876-7724-7890-13652-19936-20016-20382
123,302-458-15817-15821
124,307
125,309
126,311
127,312-315-316-318-320-326
128,323-491-556-594
129,329-332-363
130,333-435-444-459-479-559-576-611-633-643-661-677-682-685-813-829-837-853-869-911-995-1204-1643-1915-1929-2046-2159-2175-2205-2409-2570-2841-2883-3375-3407-3684-3772-3971-4257-4281-4811-5055-5129-5159-5449-5607-5631-5640-5911-6045-6077-6423-6719-6731-6763-6949-6967-7219-7241-7243-7433-7443-7471-7481-7817-7845-7847-7949-8055-8067-8271-8540-8659-8667-8691-8705-9009-9323-9349-9353-10405-10521-10769-11037-11119-11367-11425-11427-11517-11583-11585-11657-11797-11818-11835-12117-12345-12365-12553-12569-12587-12631-12868-12937-13279-13905-13931-13957-13975-13989-14003-14155-14371-14419-14497-14499-14552-14563-14695-14696-14719-14891-14898-14917-15027-15043-15103-15209-15283-15293-15445-15455-15515-15765-15803-16035-16045-16161-16183-16250-16253-16255-16257-16269-16271-16329-16529-16555-16725-16773-16827-16933-17027-17253-17326-17491-17507-17609-17709-17884-17891-18081-18261-18293-18323-18439-18529-18623-18681-18683-18733-18826-19051-19095-19113-19167-19319-19393-19447-19470-19535-19553-19756-19763-19799-19818-19861-19965-20281-20321-20402-20437-20473-20691-20795-21035-21125-21207-21213-21215-21217-21219-21221-21222-21225-21226-21229-21231-21232-21235-21237-21239-21241-21301-21307-21451-21467-21633-21682-21983-22036-22187-22195-22259-22345-22663-22805-22961-23019-23075-23163-23205-23326-23400-23410-23556-23587-23737-23777-23797-23943-24003-24007-24079-24183-24289-24361-24419-24507-24699-24734-24743-24759-24839-24861-24875-24895-24905-24929-25087-25091-25267-25459-25493-25639-25741-25769-25782-25791-25835-25911-26085-26091-26113-26189-26221-26231-26233-26399-26440-26606-26666-26851-27029-27077-27085-27123-27167-27183-27477-27485-27495-27497-27570-27572-27587-27619-27642-27679-27723-27755-27769-27773-27843-27855-27863-27864-27885-27939-28053-28065-28097-28156-28171-28192-28238-28379-28402-28539-28549-28555-28579-28583-28595-28737-28815-28850-28864-28889-28904-28909-28999-29149-29286-29433-29495-29608-29679-29839-29887-29889-30066-30281-30312-30337-30343-30375-30383-30407-30423-30435-30449-30493-30565-30581-30651-30663-30690-30696-30713-30785-30796-30835-30913-30937-30971-30987-30995-31183-31229-31269-31331-31355-31365-31449-31503-31599-31699-31722-31987-32007-32053-32163-32235-32293-32535-32611-32709-32817-32845-32935-33043-33109-33191-33789-33800-33855-34083-34087-34208-34223-34225-34235-34285-34313-34385-34446-34574-34667-34945-34951-34989-35061-35079-35127-35163-35197-35239-35243-35302-35305-35788-35805-35809-35978-36153-36259-36395-36418-36527-36533-36569-36703-36891-36931-37309-37365-37469-37497-37571-37687-37711-37717-37805-37807-37839-37863-37869-37911-37973-38000-38021-38039-38047-38059-38132-38147-38231-38251-38255-38295-38397-38442-38476-38621-38629-38681-38751-38845-38899-38901-38903-38905-38991-39011-39105-39125-39211-39229-39231-39265-39301-39327-39415-39495-39551-39597-39667-39713-39761-39805-39915-39953-39959-40133-40137-40159-40331-40351-40435-40447-40611-40651-40670-40777-40809-40903-41001-41123-41229-41233-41234-41403-41453-41627-41856-41905-41927-41953-42009-42013-42021-42093-42113-42141-42229-42591-42603-42723-42771-42833-42849-42879-42941-43047-43277-43313-43385-43389-43391-43829-43868-43871-43873-44335-44363-44403-44405-44455-44479-44481-44491-44586-44763-44779-44793-44841-44861-44864-44944-45034-45143-45179-45195-45335-45425-45441-45468-45533-45565-45633-45659-45671-45693-45872-46051-46199-46277-46279-46403-46501-46559-46615-46637-46654-46659-46711-46721-46877-46906-46931-46951-47053-47155-47311-47317-47322-47325-47425-47539-47551-47557-47823-47829-48024-48145-48147-48265-48421-48570-48695-48899-49123-49189-49193-49203-49249-49291-49399-49453-49673-49804-49865-49959-49998-50033-50057-50117-50331-50332-50379-50533-50619-50673-50675-50676-50703-50725-50739-50817-50868-50911-51031-51161-51251-51281-51581-51611-51642-51665-51683-51707-51825-51913-52005-52017-52095-52273-52382-52395-52545-52565-52584-52599-52647-52685-52706-52820-52906-52931-53035-53135-53359-53651-53741-53923-53948-54157-54159-54165-54218-54319-54799-54801-54803-54805-54807-54809-54824-54934-55054-55057-55059-55077-55181-55269-55423-55433-55481-55485-55542-55571-55619-55656-55703-55775-55777-55779-56021-56337-56417-56418-56423-56441-56443-56445-56458-56469-56547-56565-56567-56653-56681-56735-56837-56929-56933-56957-57065-57071-57073-57079-57080-57197-57263-57479-57605-57628-57719-57763-57773-57775-57791-57809-57841-57867-57901-57971-57981-58575-58580-58795-58807-58808-58850-58947-58951-59061-59063-59064-59069-59460-59473-59485-59494-59551-59683-59685-59705-59747-59763-60163-60164-60381-60413-60423-60481-60638-60645-60679-60829-60833-60839
131,336-357
132,338-11720-16395-23270-23768-26183-28164-48890
133,353
134,358-360
135,365
136,366-368
137,371-395-7470-7472-7475
138,384
139,387-410-466-506-628-652-662-681-849-1073-2396-2946-3013-3043-3130-3430-3631-3640-3868-4101-4146-4355-4602-4878-5370-5652-5668-6054-6104-6184-6266-6284-7966-8374-8575-8859-9355-10535-10761-10796-11493-11550-11638-11651-12159-12480-12708-12860-14346-14350-14361-14715-14975-15937-16396-16459-16466-16911-17391-17448-17483-18244-18249-19184-19505-20020-20060-20235-20278-20932-21441-21877-22968-23522-23599-23806-23999-24157-24190-24953-26039-26568-28066-28200-28218-28894-28906-29116-29372-30004-30372-31675-33363-33414-33546-33747-34251-35647-36560-36961-37909-40815-41275-42345-44520-46164-48052-48234-50326-50766-50935-55004-56470-56867
